GISJOIN,YEAR,STATE,STATEA,COUNTY,TRACTA,BLKGRPA,NAME_E,AF2ME001,AF2ME002,AF2ME003,AF2ME004,AF2ME005,AF2ME006,AF2ME007,AF2ME008,AF2ME009,AF2ME010,AF2UE001,AF2UE002,AF2UE003,AF2UE004,AF2UE005,AF2UE006,AF2UE007,AF2UE008,AF2UE009,AF2UE010,AF2UE011,AF2UE012,AF2UE013,AF2UE014,AF2UE015,AF2UE016,AF2UE017,AF2UE018,AF2UE019,AF2UE020,AF2UE021,NAME_M,AF2UM009,AF2UM010,AF2UM011,AF2UM012,AF2UM013,AF2UM014,AF2UM015,AF2UM016,AF2UM017,AF2UM018,AF2UM019,AF2UM020,AF2UM021
G08004100076022,2012-2016,Colorado,8,El Paso County,7602,2,"Block Group 2, Census Tract 76.02, El Paso County, Colorado",799,702,31,0,0,0,0,66,15,51,799,787,702,31,0,0,0,0,54,3,51,12,0,0,0,0,0,0,12,12,0,"Block Group 2, Census Tract 76.02, El Paso County, Colorado",56,6,55,18,11,11,11,11,11,11,18,18,11
G08004100076023,2012-2016,Colorado,8,El Paso County,7602,3,"Block Group 3, Census Tract 76.02, El Paso County, Colorado",1592,1374,0,50,0,0,6,162,7,155,1592,1535,1336,0,44,0,0,0,155,0,155,57,38,0,6,0,0,6,7,7,0,"Block Group 3, Census Tract 76.02, El Paso County, Colorado",201,11,201,45,39,11,9,11,11,10,10,10,11
G08004100077001,2012-2016,Colorado,8,El Paso County,7700,1,"Block Group 1, Census Tract 77, El Paso County, Colorado",1599,1311,78,29,109,0,0,72,0,72,1599,1579,1291,78,29,109,0,0,72,0,72,20,20,0,0,0,0,0,0,0,0,"Block Group 1, Census Tract 77, El Paso County, Colorado",65,11,65,31,31,11,11,11,11,11,11,11,11
G08004100077002,2012-2016,Colorado,8,El Paso County,7700,2,"Block Group 2, Census Tract 77, El Paso County, Colorado",2990,2461,331,26,57,0,18,97,38,59,2990,2726,2306,331,26,57,0,0,6,0,6,264,155,0,0,0,0,18,91,38,53,"Block Group 2, Census Tract 77, El Paso County, Colorado",12,11,12,175,125,11,11,11,11,28,98,57,57
G08004100077003,2012-2016,Colorado,8,El Paso County,7700,3,"Block Group 3, Census Tract 77, El Paso County, Colorado",1112,1070,1,9,0,11,0,21,21,0,1112,877,856,1,9,0,11,0,0,0,0,235,214,0,0,0,0,0,21,21,0,"Block Group 3, Census Tract 77, El Paso County, Colorado",11,11,11,178,182,11,11,11,11,11,38,38,11
G08004100078001,2012-2016,Colorado,8,El Paso County,7800,1,"Block Group 1, Census Tract 78, El Paso County, Colorado",3196,2704,195,46,58,0,13,180,7,173,3196,2979,2539,195,46,58,0,0,141,0,141,217,165,0,0,0,0,13,39,7,32,"Block Group 1, Census Tract 78, El Paso County, Colorado",65,11,65,79,69,11,11,11,11,25,38,11,36
G08004100078002,2012-2016,Colorado,8,El Paso County,7800,2,"Block Group 2, Census Tract 78, El Paso County, Colorado",1969,1657,164,0,50,0,30,68,0,68,1969,1864,1606,140,0,50,0,0,68,0,68,105,51,24,0,0,0,30,0,0,0,"Block Group 2, Census Tract 78, El Paso County, Colorado",51,11,51,64,37,38,11,11,11,46,11,11,11
G08004100079001,2012-2016,Colorado,8,El Paso County,7900,1,"Block Group 1, Census Tract 79, El Paso County, Colorado",1383,1182,0,0,185,10,5,1,0,1,1383,1338,1153,0,0,185,0,0,0,0,0,45,29,0,0,0,10,5,1,0,1,"Block Group 1, Census Tract 79, El Paso County, Colorado",11,11,11,37,32,11,11,11,14,8,2,11,2
G08004100079002,2012-2016,Colorado,8,El Paso County,7900,2,"Block Group 2, Census Tract 79, El Paso County, Colorado",1148,1102,15,14,17,0,0,0,0,0,1148,1101,1055,15,14,17,0,0,0,0,0,47,47,0,0,0,0,0,0,0,0,"Block Group 2, Census Tract 79, El Paso County, Colorado",11,11,11,35,35,11,11,11,11,11,11,11,11
G08004100080001,2012-2016,Colorado,8,El Paso County,8000,1,"Block Group 1, Census Tract 80, El Paso County, Colorado",1206,1047,0,23,10,0,27,99,0,99,1206,796,749,0,23,10,0,0,14,0,14,410,298,0,0,0,0,27,85,0,85,"Block Group 1, Census Tract 80, El Paso County, Colorado",22,11,22,288,253,11,11,11,11,41,113,11,113
G08004100080002,2012-2016,Colorado,8,El Paso County,8000,2,"Block Group 2, Census Tract 80, El Paso County, Colorado",1808,1451,68,24,39,0,84,142,0,142,1808,1578,1305,68,24,39,0,0,142,0,142,230,146,0,0,0,0,84,0,0,0,"Block Group 2, Census Tract 80, El Paso County, Colorado",79,11,79,141,103,11,11,11,11,93,11,11,11
G08004100080003,2012-2016,Colorado,8,El Paso County,8000,3,"Block Group 3, Census Tract 80, El Paso County, Colorado",1245,1127,35,46,9,0,0,28,20,8,1245,1052,987,35,21,9,0,0,0,0,0,193,140,0,25,0,0,0,28,20,8,"Block Group 3, Census Tract 80, El Paso County, Colorado",11,11,11,107,94,11,40,11,11,11,35,32,14
G08004309781001,2012-2016,Colorado,8,Fremont County,978100,1,"Block Group 1, Census Tract 9781, Fremont County, Colorado",1356,1341,0,0,0,0,6,9,9,0,1356,1258,1258,0,0,0,0,0,0,0,0,98,83,0,0,0,0,6,9,9,0,"Block Group 1, Census Tract 9781, Fremont County, Colorado",11,11,11,66,63,11,11,11,11,11,15,15,11
G08004309781002,2012-2016,Colorado,8,Fremont County,978100,2,"Block Group 2, Census Tract 9781, Fremont County, Colorado",1544,1492,1,15,22,0,8,6,0,6,1544,1384,1348,0,0,22,0,8,6,0,6,160,144,1,15,0,0,0,0,0,0,"Block Group 2, Census Tract 9781, Fremont County, Colorado",10,11,10,84,79,2,24,11,11,11,11,11,11
G08004309781003,2012-2016,Colorado,8,Fremont County,978100,3,"Block Group 3, Census Tract 9781, Fremont County, Colorado",511,472,8,0,31,0,0,0,0,0,511,511,472,8,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Block Group 3, Census Tract 9781, Fremont County, Colorado",11,11,11,11,11,11,11,11,11,11,11,11,11
G08004309781004,2012-2016,Colorado,8,Fremont County,978100,4,"Block Group 4, Census Tract 9781, Fremont County, Colorado",505,501,0,0,0,0,0,4,0,4,505,501,497,0,0,0,0,0,4,0,4,4,4,0,0,0,0,0,0,0,0,"Block Group 4, Census Tract 9781, Fremont County, Colorado",8,11,8,6,6,11,11,11,11,11,11,11,11
G08004309782001,2012-2016,Colorado,8,Fremont County,978200,1,"Block Group 1, Census Tract 9782, Fremont County, Colorado",1763,1727,0,0,0,0,11,25,22,3,1763,1557,1554,0,0,0,0,0,3,0,3,206,173,0,0,0,0,11,22,22,0,"Block Group 1, Census Tract 9782, Fremont County, Colorado",7,11,7,112,102,11,11,11,11,19,36,36,11
G08004309782002,2012-2016,Colorado,8,Fremont County,978200,2,"Block Group 2, Census Tract 9782, Fremont County, Colorado",1097,1032,0,6,0,0,0,59,48,11,1097,933,916,0,6,0,0,0,11,0,11,164,116,0,0,0,0,0,48,48,0,"Block Group 2, Census Tract 9782, Fremont County, Colorado",21,11,21,125,107,11,11,11,11,11,68,68,11
G08004309782003,2012-2016,Colorado,8,Fremont County,978200,3,"Block Group 3, Census Tract 9782, Fremont County, Colorado",930,888,4,0,0,0,23,15,11,4,930,885,877,4,0,0,0,0,4,0,4,45,11,0,0,0,0,23,11,11,0,"Block Group 3, Census Tract 9782, Fremont County, Colorado",8,11,8,50,23,11,11,11,11,33,16,16,11
G08004309783001,2012-2016,Colorado,8,Fremont County,978300,1,"Block Group 1, Census Tract 9783, Fremont County, Colorado",1485,1387,39,11,0,0,9,39,0,39,1485,1247,1190,18,7,0,0,0,32,0,32,238,197,21,4,0,0,9,7,0,7,"Block Group 1, Census Tract 9783, Fremont County, Colorado",42,11,42,219,231,33,11,11,11,25,10,11,10
G08004309783002,2012-2016,Colorado,8,Fremont County,978300,2,"Block Group 2, Census Tract 9783, Fremont County, Colorado",834,834,0,0,0,0,0,0,0,0,834,807,807,0,0,0,0,0,0,0,0,27,27,0,0,0,0,0,0,0,0,"Block Group 2, Census Tract 9783, Fremont County, Colorado",11,11,11,48,48,11,11,11,11,11,11,11,11
G08004309783003,2012-2016,Colorado,8,Fremont County,978300,3,"Block Group 3, Census Tract 9783, Fremont County, Colorado",1455,1437,0,4,0,0,0,14,0,14,1455,1300,1282,0,4,0,0,0,14,0,14,155,155,0,0,0,0,0,0,0,0,"Block Group 3, Census Tract 9783, Fremont County, Colorado",31,11,31,124,124,11,11,11,11,11,11,11,11
G08004309783004,2012-2016,Colorado,8,Fremont County,978300,4,"Block Group 4, Census Tract 9783, Fremont County, Colorado",1797,1760,0,0,0,0,37,0,0,0,1797,1691,1691,0,0,0,0,0,0,0,0,106,69,0,0,0,0,37,0,0,0,"Block Group 4, Census Tract 9783, Fremont County, Colorado",11,11,11,88,72,11,11,11,11,54,11,11,11
G08004309784001,2012-2016,Colorado,8,Fremont County,978400,1,"Block Group 1, Census Tract 9784, Fremont County, Colorado",1508,1351,109,0,0,2,15,31,11,20,1508,1313,1181,107,0,0,2,8,15,0,15,195,170,2,0,0,0,7,16,11,5,"Block Group 1, Census Tract 9784, Fremont County, Colorado",26,11,26,63,55,7,11,11,11,11,14,16,9
G08004309784002,2012-2016,Colorado,8,Fremont County,978400,2,"Block Group 2, Census Tract 9784, Fremont County, Colorado",787,762,0,5,0,0,0,20,0,20,787,696,671,0,5,0,0,0,20,0,20,91,91,0,0,0,0,0,0,0,0,"Block Group 2, Census Tract 9784, Fremont County, Colorado",29,11,29,77,77,11,11,11,11,11,11,11,11
G08004309785001,2012-2016,Colorado,8,Fremont County,978500,1,"Block Group 1, Census Tract 9785, Fremont County, Colorado",1603,1569,0,0,0,0,0,34,31,3,1603,1551,1548,0,0,0,0,0,3,0,3,52,21,0,0,0,0,0,31,31,0,"Block Group 1, Census Tract 9785, Fremont County, Colorado",11,11,11,62,28,11,11,11,11,11,56,56,11
G08004309785002,2012-2016,Colorado,8,Fremont County,978500,2,"Block Group 2, Census Tract 9785, Fremont County, Colorado",1443,1412,0,0,0,0,31,0,0,0,1443,1339,1339,0,0,0,0,0,0,0,0,104,73,0,0,0,0,31,0,0,0,"Block Group 2, Census Tract 9785, Fremont County, Colorado",11,11,11,118,100,11,11,11,11,51,11,11,11
G08004309785003,2012-2016,Colorado,8,Fremont County,978500,3,"Block Group 3, Census Tract 9785, Fremont County, Colorado",1860,1828,0,12,0,0,0,20,0,20,1860,1735,1703,0,12,0,0,0,20,0,20,125,125,0,0,0,0,0,0,0,0,"Block Group 3, Census Tract 9785, Fremont County, Colorado",27,11,27,128,128,11,11,11,11,11,11,11,11
G08004309785004,2012-2016,Colorado,8,Fremont County,978500,4,"Block Group 4, Census Tract 9785, Fremont County, Colorado",525,498,0,0,0,0,25,2,0,2,525,478,476,0,0,0,0,0,2,0,2,47,22,0,0,0,0,25,0,0,0,"Block Group 4, Census Tract 9785, Fremont County, Colorado",6,11,6,45,26,11,11,11,11,38,11,11,11
G08004309786001,2012-2016,Colorado,8,Fremont County,978600,1,"Block Group 1, Census Tract 9786, Fremont County, Colorado",728,728,0,0,0,0,0,0,0,0,728,562,562,0,0,0,0,0,0,0,0,166,166,0,0,0,0,0,0,0,0,"Block Group 1, Census Tract 9786, Fremont County, Colorado",11,11,11,147,147,11,11,11,11,11,11,11,11
G08004309786002,2012-2016,Colorado,8,Fremont County,978600,2,"Block Group 2, Census Tract 9786, Fremont County, Colorado",911,894,0,3,0,0,10,4,0,4,911,783,776,0,3,0,0,0,4,0,4,128,118,0,0,0,0,10,0,0,0,"Block Group 2, Census Tract 9786, Fremont County, Colorado",14,11,14,115,114,11,11,11,11,15,11,11,11
G08004309786003,2012-2016,Colorado,8,Fremont County,978600,3,"Block Group 3, Census Tract 9786, Fremont County, Colorado",608,602,0,0,0,0,0,6,0,6,608,596,590,0,0,0,0,0,6,0,6,12,12,0,0,0,0,0,0,0,0,"Block Group 3, Census Tract 9786, Fremont County, Colorado",14,11,14,17,17,11,11,11,11,11,11,11,11
G08004309786004,2012-2016,Colorado,8,Fremont County,978600,4,"Block Group 4, Census Tract 9786, Fremont County, Colorado",795,768,0,15,1,0,0,11,0,11,795,779,763,0,4,1,0,0,11,0,11,16,5,0,11,0,0,0,0,0,0,"Block Group 4, Census Tract 9786, Fremont County, Colorado",20,11,20,20,9,11,17,11,11,11,11,11,11
G08004309788001,2012-2016,Colorado,8,Fremont County,978800,1,"Block Group 1, Census Tract 9788, Fremont County, Colorado",876,839,0,0,0,0,0,37,0,37,876,812,775,0,0,0,0,0,37,0,37,64,64,0,0,0,0,0,0,0,0,"Block Group 1, Census Tract 9788, Fremont County, Colorado",70,11,70,98,98,11,11,11,11,11,11,11,11
G08004309788002,2012-2016,Colorado,8,Fremont County,978800,2,"Block Group 2, Census Tract 9788, Fremont County, Colorado",1186,1175,0,0,0,0,7,4,0,4,1186,1067,1063,0,0,0,0,0,4,0,4,119,112,0,0,0,0,7,0,0,0,"Block Group 2, Census Tract 9788, Fremont County, Colorado",11,11,11,117,117,11,11,11,11,14,11,11,11
G08004309788003,2012-2016,Colorado,8,Fremont County,978800,3,"Block Group 3, Census Tract 9788, Fremont County, Colorado",555,538,2,0,0,0,3,12,12,0,555,530,528,2,0,0,0,0,0,0,0,25,10,0,0,0,0,3,12,12,0,"Block Group 3, Census Tract 9788, Fremont County, Colorado",11,11,11,34,17,11,11,11,11,6,21,21,11
G08004309790001,2012-2016,Colorado,8,Fremont County,979000,1,"Block Group 1, Census Tract 9790, Fremont County, Colorado",1319,1260,2,0,44,0,10,3,0,3,1319,1280,1231,2,0,44,0,0,3,0,3,39,29,0,0,0,0,10,0,0,0,"Block Group 1, Census Tract 9790, Fremont County, Colorado",7,11,7,36,26,11,11,11,11,16,11,11,11
G08004309790002,2012-2016,Colorado,8,Fremont County,979000,2,"Block Group 2, Census Tract 9790, Fremont County, Colorado",856,818,0,0,0,0,0,38,11,27,856,812,812,0,0,0,0,0,0,0,0,44,6,0,0,0,0,0,38,11,27,"Block Group 2, Census Tract 9790, Fremont County, Colorado",11,11,11,49,11,11,11,11,11,11,47,17,43
G08004309790003,2012-2016,Colorado,8,Fremont County,979000,3,"Block Group 3, Census Tract 9790, Fremont County, Colorado",1307,1205,0,0,40,0,0,62,0,62,1307,1286,1184,0,0,40,0,0,62,0,62,21,21,0,0,0,0,0,0,0,0,"Block Group 3, Census Tract 9790, Fremont County, Colorado",75,11,75,27,27,11,11,11,11,11,11,11,11
G08004309791001,2012-2016,Colorado,8,Fremont County,979100,1,"Block Group 1, Census Tract 9791, Fremont County, Colorado",1281,1245,0,4,0,0,3,29,28,1,1281,1206,1201,0,4,0,0,0,1,0,1,75,44,0,0,0,0,3,28,28,0,"Block Group 1, Census Tract 9791, Fremont County, Colorado",2,11,2,70,52,11,11,11,11,8,45,45,11
G08004309791002,2012-2016,Colorado,8,Fremont County,979100,2,"Block Group 2, Census Tract 9791, Fremont County, Colorado",827,822,0,0,0,0,0,5,0,5,827,773,768,0,0,0,0,0,5,0,5,54,54,0,0,0,0,0,0,0,0,"Block Group 2, Census Tract 9791, Fremont County, Colorado",8,11,8,68,68,11,11,11,11,11,11,11,11
G08004309791003,2012-2016,Colorado,8,Fremont County,979100,3,"Block Group 3, Census Tract 9791, Fremont County, Colorado",921,916,0,0,0,0,0,5,5,0,921,905,905,0,0,0,0,0,0,0,0,16,11,0,0,0,0,0,5,5,0,"Block Group 3, Census Tract 9791, Fremont County, Colorado",11,11,11,21,17,11,11,11,11,11,7,7,11
G08004309792001,2012-2016,Colorado,8,Fremont County,979200,1,"Block Group 1, Census Tract 9792, Fremont County, Colorado",226,152,0,0,54,0,0,20,0,20,226,222,152,0,0,50,0,0,20,0,20,4,0,0,0,4,0,0,0,0,0,"Block Group 1, Census Tract 9792, Fremont County, Colorado",45,11,45,6,11,11,11,6,11,11,11,11,11
G08004309792002,2012-2016,Colorado,8,Fremont County,979200,2,"Block Group 2, Census Tract 9792, Fremont County, Colorado",1534,1433,0,3,55,0,5,38,0,38,1534,1384,1288,0,3,55,0,0,38,0,38,150,145,0,0,0,0,5,0,0,0,"Block Group 2, Census Tract 9792, Fremont County, Colorado",51,11,51,110,110,11,11,11,11,6,11,11,11
G08004309794001,2012-2016,Colorado,8,Fremont County,979400,1,"Block Group 1, Census Tract 9794, Fremont County, Colorado",3181,2896,98,31,60,0,77,19,6,13,3181,2731,2546,98,10,60,0,0,17,5,12,450,350,0,21,0,0,77,2,1,1,"Block Group 1, Census Tract 9794, Fremont County, Colorado",21,6,19,195,120,11,42,11,11,74,3,2,2
G08004309801001,2012-2016,Colorado,8,Fremont County,980100,1,"Block Group 1, Census Tract 9801, Fremont County, Colorado",533,325,186,16,6,0,0,0,0,0,533,421,213,186,16,6,0,0,0,0,0,112,112,0,0,0,0,0,0,0,0,"Block Group 1, Census Tract 9801, Fremont County, Colorado",11,11,11,67,67,11,11,11,11,11,11,11,11
G08004309802001,2012-2016,Colorado,8,Fremont County,980200,1,"Block Group 1, Census Tract 9802, Fremont County, Colorado",2835,1103,738,275,22,23,477,197,77,120,2835,1919,800,714,240,22,23,0,120,0,120,916,303,24,35,0,0,477,77,77,0,"Block Group 1, Census Tract 9802, Fremont County, Colorado",94,11,94,351,173,49,68,11,11,317,72,72,11
G08004309803001,2012-2016,Colorado,8,Fremont County,980300,1,"Block Group 1, Census Tract 9803, Fremont County, Colorado",5353,4007,1173,98,44,5,0,26,0,26,5353,3544,2257,1173,53,44,5,0,12,0,12,1809,1750,0,45,0,0,0,14,0,14,"Block Group 1, Census Tract 9803, Fremont County, Colorado",20,16,20,376,383,16,43,16,16,16,15,16,15
G08004509516001,2012-2016,Colorado,8,Garfield County,951600,1,"Block Group 1, Census Tract 9516, Garfield County, Colorado",1086,945,0,0,0,0,141,0,0,0,1086,875,875,0,0,0,0,0,0,0,0,211,70,0,0,0,0,141,0,0,0,"Block Group 1, Census Tract 9516, Garfield County, Colorado",11,11,11,233,72,11,11,11,11,220,11,11,11
G08004509516002,2012-2016,Colorado,8,Garfield County,951600,2,"Block Group 2, Census Tract 9516, Garfield County, Colorado",1518,1240,0,0,0,0,268,10,0,10,1518,612,602,0,0,0,0,0,10,0,10,906,638,0,0,0,0,268,0,0,0,"Block Group 2, Census Tract 9516, Garfield County, Colorado",15,11,15,323,308,11,11,11,11,284,11,11,11
G08004509516003,2012-2016,Colorado,8,Garfield County,951600,3,"Block Group 3, Census Tract 9516, Garfield County, Colorado",478,471,0,0,0,0,7,0,0,0,478,471,471,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,"Block Group 3, Census Tract 9516, Garfield County, Colorado",11,11,11,12,11,11,11,11,11,12,11,11,11
G08004509516004,2012-2016,Colorado,8,Garfield County,951600,4,"Block Group 4, Census Tract 9516, Garfield County, Colorado",682,594,2,22,0,0,62,2,0,2,682,606,580,2,22,0,0,0,2,0,2,76,14,0,0,0,0,62,0,0,0,"Block Group 4, Census Tract 9516, Garfield County, Colorado",4,11,4,96,21,11,11,11,11,93,11,11,11
G08004509517011,2012-2016,Colorado,8,Garfield County,951701,1,"Block Group 1, Census Tract 9517.01, Garfield County, Colorado",820,497,185,0,0,0,15,123,51,72,820,366,294,0,0,0,0,0,72,0,72,454,203,185,0,0,0,15,51,51,0,"Block Group 1, Census Tract 9517.01, Garfield County, Colorado",79,11,79,318,182,259,11,11,11,22,82,82,11
G08004509517012,2012-2016,Colorado,8,Garfield County,951701,2,"Block Group 2, Census Tract 9517.01, Garfield County, Colorado",2229,1957,24,0,44,0,172,32,0,32,2229,1862,1794,24,0,44,0,0,0,0,0,367,163,0,0,0,0,172,32,0,32,"Block Group 2, Census Tract 9517.01, Garfield County, Colorado",11,11,11,266,147,11,11,11,11,250,51,11,51
G08004509517013,2012-2016,Colorado,8,Garfield County,951701,3,"Block Group 3, Census Tract 9517.01, Garfield County, Colorado",973,717,0,0,9,0,206,41,9,32,973,555,546,0,0,9,0,0,0,0,0,418,171,0,0,0,0,206,41,9,32,"Block Group 3, Census Tract 9517.01, Garfield County, Colorado",11,11,11,289,236,11,11,11,11,184,56,16,52
G08004509517021,2012-2016,Colorado,8,Garfield County,951702,1,"Block Group 1, Census Tract 9517.02, Garfield County, Colorado",784,594,0,0,41,0,149,0,0,0,784,471,430,0,0,41,0,0,0,0,0,313,164,0,0,0,0,149,0,0,0,"Block Group 1, Census Tract 9517.02, Garfield County, Colorado",11,11,11,170,169,11,11,11,11,156,11,11,11
G08004509517022,2012-2016,Colorado,8,Garfield County,951702,2,"Block Group 2, Census Tract 9517.02, Garfield County, Colorado",1033,963,0,0,0,0,58,12,12,0,1033,944,944,0,0,0,0,0,0,0,0,89,19,0,0,0,0,58,12,12,0,"Block Group 2, Census Tract 9517.02, Garfield County, Colorado",11,11,11,89,30,11,11,11,11,79,17,17,11
G08004509517023,2012-2016,Colorado,8,Garfield County,951702,3,"Block Group 3, Census Tract 9517.02, Garfield County, Colorado",892,855,25,5,2,0,4,1,0,1,892,712,684,25,0,2,0,0,1,0,1,180,171,0,5,0,0,4,0,0,0,"Block Group 3, Census Tract 9517.02, Garfield County, Colorado",4,11,4,133,129,11,9,11,11,10,11,11,11
G08004509517024,2012-2016,Colorado,8,Garfield County,951702,4,"Block Group 4, Census Tract 9517.02, Garfield County, Colorado",772,772,0,0,0,0,0,0,0,0,772,772,772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Block Group 4, Census Tract 9517.02, Garfield County, Colorado",11,11,11,11,11,11,11,11,11,11,11,11,11
G08004509518021,2012-2016,Colorado,8,Garfield County,951802,1,"Block Group 1, Census Tract 9518.02, Garfield County, Colorado",2668,2365,0,0,7,8,16,272,0,272,2668,2325,2239,0,0,7,0,0,79,0,79,343,126,0,0,0,8,16,193,0,193,"Block Group 1, Census Tract 9518.02, Garfield County, Colorado",100,11,100,304,82,11,11,11,16,24,282,11,282
G08004509518022,2012-2016,Colorado,8,Garfield County,951802,2,"Block Group 2, Census Tract 9518.02, Garfield County, Colorado",1331,1284,0,0,5,0,36,6,6,0,1331,557,552,0,0,5,0,0,0,0,0,774,732,0,0,0,0,36,6,6,0,"Block Group 2, Census Tract 9518.02, Garfield County, Colorado",11,11,11,552,558,11,11,11,11,60,10,10,11
G08004509518031,2012-2016,Colorado,8,Garfield County,951803,1,"Block Group 1, Census Tract 9518.03, Garfield County, Colorado",939,741,35,0,0,0,146,17,0,17,939,414,362,35,0,0,0,0,17,0,17,525,379,0,0,0,0,146,0,0,0,"Block Group 1, Census Tract 9518.03, Garfield County, Colorado",27,11,27,436,413,11,11,11,11,255,11,11,11
G08004509518032,2012-2016,Colorado,8,Garfield County,951803,2,"Block Group 2, Census Tract 9518.03, Garfield County, Colorado",4053,3120,0,0,41,0,892,0,0,0,4053,2605,2570,0,0,35,0,0,0,0,0,1448,550,0,0,6,0,892,0,0,0,"Block Group 2, Census Tract 9518.03, Garfield County, Colorado",11,11,11,632,444,11,11,11,11,642,11,11,11
G08004509518033,2012-2016,Colorado,8,Garfield County,951803,3,"Block Group 3, Census Tract 9518.03, Garfield County, Colorado",1200,1092,2,0,0,0,106,0,0,0,1200,575,573,2,0,0,0,0,0,0,0,625,519,0,0,0,0,106,0,0,0,"Block Group 3, Census Tract 9518.03, Garfield County, Colorado",11,11,11,297,272,11,11,11,11,120,11,11,11
G08004509518041,2012-2016,Colorado,8,Garfield County,951804,1,"Block Group 1, Census Tract 9518.04, Garfield County, Colorado",1187,919,0,0,10,0,230,28,0,28,1187,854,816,0,0,10,0,0,28,0,28,333,103,0,0,0,0,230,0,0,0,"Block Group 1, Census Tract 9518.04, Garfield County, Colorado",42,11,42,184,96,11,11,11,11,169,11,11,11
G08004509518042,2012-2016,Colorado,8,Garfield County,951804,2,"Block Group 2, Census Tract 9518.04, Garfield County, Colorado",1575,1264,0,158,9,0,144,0,0,0,1575,1255,1174,0,72,9,0,0,0,0,0,320,90,0,86,0,0,144,0,0,0,"Block Group 2, Census Tract 9518.04, Garfield County, Colorado",11,11,11,185,95,11,105,11,11,133,11,11,11
G08004509518043,2012-2016,Colorado,8,Garfield County,951804,3,"Block Group 3, Census Tract 9518.04, Garfield County, Colorado",1342,1159,0,0,37,0,146,0,0,0,1342,1083,1046,0,0,37,0,0,0,0,0,259,113,0,0,0,0,146,0,0,0,"Block Group 3, Census Tract 9518.04, Garfield County, Colorado",11,11,11,241,155,11,11,11,11,177,11,11,11
G08004509519011,2012-2016,Colorado,8,Garfield County,951901,1,"Block Group 1, Census Tract 9519.01, Garfield County, Colorado",1183,997,12,0,84,0,33,57,0,57,1183,1096,943,12,0,84,0,0,57,0,57,87,54,0,0,0,0,33,0,0,0,"Block Group 1, Census Tract 9519.01, Garfield County, Colorado",65,11,65,96,84,11,11,11,11,51,11,11,11
G08004509519012,2012-2016,Colorado,8,Garfield County,951901,2,"Block Group 2, Census Tract 9519.01, Garfield County, Colorado",3550,3110,0,46,0,0,200,194,34,160,3550,2547,2495,0,0,0,0,0,52,0,52,1003,615,0,46,0,0,200,142,34,108,"Block Group 2, Census Tract 9519.01, Garfield County, Colorado",62,11,62,198,213,11,59,11,11,130,136,39,136
G08004509519021,2012-2016,Colorado,8,Garfield County,951902,1,"Block Group 1, Census Tract 9519.02, Garfield County, Colorado",2256,2256,0,0,0,0,0,0,0,0,2256,1408,1408,0,0,0,0,0,0,0,0,848,848,0,0,0,0,0,0,0,0,"Block Group 1, Census Tract 9519.02, Garfield County, Colorado",11,11,11,460,460,11,11,11,11,11,11,11,11
G08004509519022,2012-2016,Colorado,8,Garfield County,951902,2,"Block Group 2, Census Tract 9519.02, Garfield County, Colorado",1423,1320,9,39,0,0,46,9,0,9,1423,824,767,9,39,0,0,0,9,0,9,599,553,0,0,0,0,46,0,0,0,"Block Group 2, Census Tract 9519.02, Garfield County, Colorado",19,11,19,487,481,11,11,11,11,74,11,11,11
G08004509519023,2012-2016,Colorado,8,Garfield County,951902,3,"Block Group 3, Census Tract 9519.02, Garfield County, Colorado",3526,2985,6,102,1,0,340,92,0,92,3526,2673,2493,6,102,1,0,10,61,0,61,853,492,0,0,0,0,330,31,0,31,"Block Group 3, Census Tract 9519.02, Garfield County, Colorado",74,11,74,536,399,11,11,11,11,487,50,11,50
G08004509520011,2012-2016,Colorado,8,Garfield County,952001,1,"Block Group 1, Census Tract 9520.01, Garfield County, Colorado",2234,1623,0,0,0,0,548,63,0,63,2234,1388,1325,0,0,0,0,0,63,0,63,846,298,0,0,0,0,548,0,0,0,"Block Group 1, Census Tract 9520.01, Garfield County, Colorado",89,11,89,465,186,11,11,11,11,461,11,11,11
G08004509520012,2012-2016,Colorado,8,Garfield County,952001,2,"Block Group 2, Census Tract 9520.01, Garfield County, Colorado",2878,2043,54,159,78,0,433,111,11,100,2878,1921,1586,35,152,78,0,0,70,0,70,957,457,19,7,0,0,433,41,11,30,"Block Group 2, Census Tract 9520.01, Garfield County, Colorado",85,11,85,291,294,22,11,11,11,241,38,18,33
G08004509520021,2012-2016,Colorado,8,Garfield County,952002,1,"Block Group 1, Census Tract 9520.02, Garfield County, Colorado",2785,2684,0,0,0,0,32,69,0,69,2785,2736,2667,0,0,0,0,0,69,0,69,49,17,0,0,0,0,32,0,0,0,"Block Group 1, Census Tract 9520.02, Garfield County, Colorado",107,11,107,57,31,11,11,11,11,46,11,11,11
G08004509520022,2012-2016,Colorado,8,Garfield County,952002,2,"Block Group 2, Census Tract 9520.02, Garfield County, Colorado",232,125,0,0,0,0,107,0,0,0,232,80,80,0,0,0,0,0,0,0,0,152,45,0,0,0,0,107,0,0,0,"Block Group 2, Census Tract 9520.02, Garfield County, Colorado",11,11,11,157,73,11,11,11,11,169,11,11,11
