GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,TRACTA,BLKGRPA,NAME_E,AF49E001
G08008309693004,2012-2016,Colorado,8,Montezuma County,83,969300,4,"Block Group 4, Census Tract 9693, Montezuma County, Colorado",37552
G08008309693005,2012-2016,Colorado,8,Montezuma County,83,969300,5,"Block Group 5, Census Tract 9693, Montezuma County, Colorado",51458
G08008309693006,2012-2016,Colorado,8,Montezuma County,83,969300,6,"Block Group 6, Census Tract 9693, Montezuma County, Colorado",68571
G08008309693007,2012-2016,Colorado,8,Montezuma County,83,969300,7,"Block Group 7, Census Tract 9693, Montezuma County, Colorado",40647
G08008309694001,2012-2016,Colorado,8,Montezuma County,83,969400,1,"Block Group 1, Census Tract 9694, Montezuma County, Colorado",27171
G08008309694002,2012-2016,Colorado,8,Montezuma County,83,969400,2,"Block Group 2, Census Tract 9694, Montezuma County, Colorado",30163
G08008309694003,2012-2016,Colorado,8,Montezuma County,83,969400,3,"Block Group 3, Census Tract 9694, Montezuma County, Colorado",31354
G08008309694004,2012-2016,Colorado,8,Montezuma County,83,969400,4,"Block Group 4, Census Tract 9694, Montezuma County, Colorado",35515
G08008309696001,2012-2016,Colorado,8,Montezuma County,83,969600,1,"Block Group 1, Census Tract 9696, Montezuma County, Colorado",61596
G08008309696002,2012-2016,Colorado,8,Montezuma County,83,969600,2,"Block Group 2, Census Tract 9696, Montezuma County, Colorado",33717
G08008309696003,2012-2016,Colorado,8,Montezuma County,83,969600,3,"Block Group 3, Census Tract 9696, Montezuma County, Colorado",44810
G08008509661001,2012-2016,Colorado,8,Montrose County,85,966100,1,"Block Group 1, Census Tract 9661, Montrose County, Colorado",48802
G08008509661002,2012-2016,Colorado,8,Montrose County,85,966100,2,"Block Group 2, Census Tract 9661, Montrose County, Colorado",33125
G08008509661003,2012-2016,Colorado,8,Montrose County,85,966100,3,"Block Group 3, Census Tract 9661, Montrose County, Colorado",50833
G08008509662011,2012-2016,Colorado,8,Montrose County,85,966201,1,"Block Group 1, Census Tract 9662.01, Montrose County, Colorado",49375
G08008509662012,2012-2016,Colorado,8,Montrose County,85,966201,2,"Block Group 2, Census Tract 9662.01, Montrose County, Colorado",26094
G08008509662021,2012-2016,Colorado,8,Montrose County,85,966202,1,"Block Group 1, Census Tract 9662.02, Montrose County, Colorado",55043
G08008509662022,2012-2016,Colorado,8,Montrose County,85,966202,2,"Block Group 2, Census Tract 9662.02, Montrose County, Colorado",36125
G08008509662023,2012-2016,Colorado,8,Montrose County,85,966202,3,"Block Group 3, Census Tract 9662.02, Montrose County, Colorado",34966
G08008509663001,2012-2016,Colorado,8,Montrose County,85,966300,1,"Block Group 1, Census Tract 9663, Montrose County, Colorado",38056
G08008509663002,2012-2016,Colorado,8,Montrose County,85,966300,2,"Block Group 2, Census Tract 9663, Montrose County, Colorado",17959
G08008509663003,2012-2016,Colorado,8,Montrose County,85,966300,3,"Block Group 3, Census Tract 9663, Montrose County, Colorado",40273
G08008509663004,2012-2016,Colorado,8,Montrose County,85,966300,4,"Block Group 4, Census Tract 9663, Montrose County, Colorado",36378
G08008509663005,2012-2016,Colorado,8,Montrose County,85,966300,5,"Block Group 5, Census Tract 9663, Montrose County, Colorado",36964
G08008509664001,2012-2016,Colorado,8,Montrose County,85,966400,1,"Block Group 1, Census Tract 9664, Montrose County, Colorado",53977
G08008509664002,2012-2016,Colorado,8,Montrose County,85,966400,2,"Block Group 2, Census Tract 9664, Montrose County, Colorado",28333
G08008509664003,2012-2016,Colorado,8,Montrose County,85,966400,3,"Block Group 3, Census Tract 9664, Montrose County, Colorado",44427
G08008509664004,2012-2016,Colorado,8,Montrose County,85,966400,4,"Block Group 4, Census Tract 9664, Montrose County, Colorado",28340
G08008509664005,2012-2016,Colorado,8,Montrose County,85,966400,5,"Block Group 5, Census Tract 9664, Montrose County, Colorado",41034
G08008509665011,2012-2016,Colorado,8,Montrose County,85,966501,1,"Block Group 1, Census Tract 9665.01, Montrose County, Colorado",71042
G08008509665012,2012-2016,Colorado,8,Montrose County,85,966501,2,"Block Group 2, Census Tract 9665.01, Montrose County, Colorado",75625
G08008509665013,2012-2016,Colorado,8,Montrose County,85,966501,3,"Block Group 3, Census Tract 9665.01, Montrose County, Colorado",72639
G08008509665021,2012-2016,Colorado,8,Montrose County,85,966502,1,"Block Group 1, Census Tract 9665.02, Montrose County, Colorado",67593
G08008509665022,2012-2016,Colorado,8,Montrose County,85,966502,2,"Block Group 2, Census Tract 9665.02, Montrose County, Colorado",46964
G08008509665023,2012-2016,Colorado,8,Montrose County,85,966502,3,"Block Group 3, Census Tract 9665.02, Montrose County, Colorado",50333
G08008509665031,2012-2016,Colorado,8,Montrose County,85,966503,1,"Block Group 1, Census Tract 9665.03, Montrose County, Colorado",41372
G08008509665032,2012-2016,Colorado,8,Montrose County,85,966503,2,"Block Group 2, Census Tract 9665.03, Montrose County, Colorado",41848
G08008509666011,2012-2016,Colorado,8,Montrose County,85,966601,1,"Block Group 1, Census Tract 9666.01, Montrose County, Colorado",60313
G08008509666012,2012-2016,Colorado,8,Montrose County,85,966601,2,"Block Group 2, Census Tract 9666.01, Montrose County, Colorado",33911
G08008509666013,2012-2016,Colorado,8,Montrose County,85,966601,3,"Block Group 3, Census Tract 9666.01, Montrose County, Colorado",46230
G08008509666014,2012-2016,Colorado,8,Montrose County,85,966601,4,"Block Group 4, Census Tract 9666.01, Montrose County, Colorado",55043
G08008509666021,2012-2016,Colorado,8,Montrose County,85,966602,1,"Block Group 1, Census Tract 9666.02, Montrose County, Colorado",68625
G08008509666022,2012-2016,Colorado,8,Montrose County,85,966602,2,"Block Group 2, Census Tract 9666.02, Montrose County, Colorado",58170
G08008509666023,2012-2016,Colorado,8,Montrose County,85,966602,3,"Block Group 3, Census Tract 9666.02, Montrose County, Colorado",46991
G08008700001001,2012-2016,Colorado,8,Morgan County,87,100,1,"Block Group 1, Census Tract 1, Morgan County, Colorado",85052
G08008700001002,2012-2016,Colorado,8,Morgan County,87,100,2,"Block Group 2, Census Tract 1, Morgan County, Colorado",69375
G08008700001003,2012-2016,Colorado,8,Morgan County,87,100,3,"Block Group 3, Census Tract 1, Morgan County, Colorado",52692
G08008700002001,2012-2016,Colorado,8,Morgan County,87,200,1,"Block Group 1, Census Tract 2, Morgan County, Colorado",51733
G08008700002002,2012-2016,Colorado,8,Morgan County,87,200,2,"Block Group 2, Census Tract 2, Morgan County, Colorado",48400
G08008700002003,2012-2016,Colorado,8,Morgan County,87,200,3,"Block Group 3, Census Tract 2, Morgan County, Colorado",58194
G08008700003001,2012-2016,Colorado,8,Morgan County,87,300,1,"Block Group 1, Census Tract 3, Morgan County, Colorado",48935
G08008700004001,2012-2016,Colorado,8,Morgan County,87,400,1,"Block Group 1, Census Tract 4, Morgan County, Colorado",40938
G08008700004002,2012-2016,Colorado,8,Morgan County,87,400,2,"Block Group 2, Census Tract 4, Morgan County, Colorado",45750
G08008700004003,2012-2016,Colorado,8,Morgan County,87,400,3,"Block Group 3, Census Tract 4, Morgan County, Colorado",27059
G08008700005001,2012-2016,Colorado,8,Morgan County,87,500,1,"Block Group 1, Census Tract 5, Morgan County, Colorado",43500
G08008700005002,2012-2016,Colorado,8,Morgan County,87,500,2,"Block Group 2, Census Tract 5, Morgan County, Colorado",60800
G08008700005003,2012-2016,Colorado,8,Morgan County,87,500,3,"Block Group 3, Census Tract 5, Morgan County, Colorado",51776
G08008700006001,2012-2016,Colorado,8,Morgan County,87,600,1,"Block Group 1, Census Tract 6, Morgan County, Colorado",55956
G08008700006002,2012-2016,Colorado,8,Morgan County,87,600,2,"Block Group 2, Census Tract 6, Morgan County, Colorado",53125
G08008700006003,2012-2016,Colorado,8,Morgan County,87,600,3,"Block Group 3, Census Tract 6, Morgan County, Colorado",31449
G08008700006004,2012-2016,Colorado,8,Morgan County,87,600,4,"Block Group 4, Census Tract 6, Morgan County, Colorado",42627
G08008700006005,2012-2016,Colorado,8,Morgan County,87,600,5,"Block Group 5, Census Tract 6, Morgan County, Colorado",56691
G08008700007001,2012-2016,Colorado,8,Morgan County,87,700,1,"Block Group 1, Census Tract 7, Morgan County, Colorado",46600
G08008700007002,2012-2016,Colorado,8,Morgan County,87,700,2,"Block Group 2, Census Tract 7, Morgan County, Colorado",52038
G08008700007003,2012-2016,Colorado,8,Morgan County,87,700,3,"Block Group 3, Census Tract 7, Morgan County, Colorado",
G08008700007004,2012-2016,Colorado,8,Morgan County,87,700,4,"Block Group 4, Census Tract 7, Morgan County, Colorado",39542
G08008700007005,2012-2016,Colorado,8,Morgan County,87,700,5,"Block Group 5, Census Tract 7, Morgan County, Colorado",37582
G08008700008001,2012-2016,Colorado,8,Morgan County,87,800,1,"Block Group 1, Census Tract 8, Morgan County, Colorado",60170
G08008700008002,2012-2016,Colorado,8,Morgan County,87,800,2,"Block Group 2, Census Tract 8, Morgan County, Colorado",61176
G08008909680001,2012-2016,Colorado,8,Otero County,89,968000,1,"Block Group 1, Census Tract 9680, Otero County, Colorado",57000
G08008909680002,2012-2016,Colorado,8,Otero County,89,968000,2,"Block Group 2, Census Tract 9680, Otero County, Colorado",27500
G08008909681001,2012-2016,Colorado,8,Otero County,89,968100,1,"Block Group 1, Census Tract 9681, Otero County, Colorado",24210
G08008909681002,2012-2016,Colorado,8,Otero County,89,968100,2,"Block Group 2, Census Tract 9681, Otero County, Colorado",26732
G08008909681003,2012-2016,Colorado,8,Otero County,89,968100,3,"Block Group 3, Census Tract 9681, Otero County, Colorado",23500
G08008909682001,2012-2016,Colorado,8,Otero County,89,968200,1,"Block Group 1, Census Tract 9682, Otero County, Colorado",51250
G08008909682002,2012-2016,Colorado,8,Otero County,89,968200,2,"Block Group 2, Census Tract 9682, Otero County, Colorado",49038
G08008909682003,2012-2016,Colorado,8,Otero County,89,968200,3,"Block Group 3, Census Tract 9682, Otero County, Colorado",34038
G08008909683001,2012-2016,Colorado,8,Otero County,89,968300,1,"Block Group 1, Census Tract 9683, Otero County, Colorado",43611
G08008909683002,2012-2016,Colorado,8,Otero County,89,968300,2,"Block Group 2, Census Tract 9683, Otero County, Colorado",39688
G08008909683003,2012-2016,Colorado,8,Otero County,89,968300,3,"Block Group 3, Census Tract 9683, Otero County, Colorado",39083
G08008909683004,2012-2016,Colorado,8,Otero County,89,968300,4,"Block Group 4, Census Tract 9683, Otero County, Colorado",21020
G08008909684001,2012-2016,Colorado,8,Otero County,89,968400,1,"Block Group 1, Census Tract 9684, Otero County, Colorado",32885
G08008909685001,2012-2016,Colorado,8,Otero County,89,968500,1,"Block Group 1, Census Tract 9685, Otero County, Colorado",45096
G08008909685002,2012-2016,Colorado,8,Otero County,89,968500,2,"Block Group 2, Census Tract 9685, Otero County, Colorado",31000
G08008909686001,2012-2016,Colorado,8,Otero County,89,968600,1,"Block Group 1, Census Tract 9686, Otero County, Colorado",37964
G08008909686002,2012-2016,Colorado,8,Otero County,89,968600,2,"Block Group 2, Census Tract 9686, Otero County, Colorado",23864
G08008909686003,2012-2016,Colorado,8,Otero County,89,968600,3,"Block Group 3, Census Tract 9686, Otero County, Colorado",21406
G08008909686004,2012-2016,Colorado,8,Otero County,89,968600,4,"Block Group 4, Census Tract 9686, Otero County, Colorado",42976
G08008909686005,2012-2016,Colorado,8,Otero County,89,968600,5,"Block Group 5, Census Tract 9686, Otero County, Colorado",
G08009109676001,2012-2016,Colorado,8,Ouray County,91,967600,1,"Block Group 1, Census Tract 9676, Ouray County, Colorado",74531
G08009109676002,2012-2016,Colorado,8,Ouray County,91,967600,2,"Block Group 2, Census Tract 9676, Ouray County, Colorado",60324
G08009109676003,2012-2016,Colorado,8,Ouray County,91,967600,3,"Block Group 3, Census Tract 9676, Ouray County, Colorado",59135
G08009109676004,2012-2016,Colorado,8,Ouray County,91,967600,4,"Block Group 4, Census Tract 9676, Ouray County, Colorado",61875
G08009300001001,2012-2016,Colorado,8,Park County,93,100,1,"Block Group 1, Census Tract 1, Park County, Colorado",73288
G08009300001002,2012-2016,Colorado,8,Park County,93,100,2,"Block Group 2, Census Tract 1, Park County, Colorado",83993
G08009300001003,2012-2016,Colorado,8,Park County,93,100,3,"Block Group 3, Census Tract 1, Park County, Colorado",40536
G08009300002001,2012-2016,Colorado,8,Park County,93,200,1,"Block Group 1, Census Tract 2, Park County, Colorado",71000
G08009300002002,2012-2016,Colorado,8,Park County,93,200,2,"Block Group 2, Census Tract 2, Park County, Colorado",67386
G08009300003001,2012-2016,Colorado,8,Park County,93,300,1,"Block Group 1, Census Tract 3, Park County, Colorado",51391
G08009300003002,2012-2016,Colorado,8,Park County,93,300,2,"Block Group 2, Census Tract 3, Park County, Colorado",
G08009300004001,2012-2016,Colorado,8,Park County,93,400,1,"Block Group 1, Census Tract 4, Park County, Colorado",60469
G08009300004002,2012-2016,Colorado,8,Park County,93,400,2,"Block Group 2, Census Tract 4, Park County, Colorado",102071
G08009300005001,2012-2016,Colorado,8,Park County,93,500,1,"Block Group 1, Census Tract 5, Park County, Colorado",46806
G08009300005002,2012-2016,Colorado,8,Park County,93,500,2,"Block Group 2, Census Tract 5, Park County, Colorado",43036
G08009300005003,2012-2016,Colorado,8,Park County,93,500,3,"Block Group 3, Census Tract 5, Park County, Colorado",35956
G08009509676001,2012-2016,Colorado,8,Phillips County,95,967600,1,"Block Group 1, Census Tract 9676, Phillips County, Colorado",51442
G08009509676002,2012-2016,Colorado,8,Phillips County,95,967600,2,"Block Group 2, Census Tract 9676, Phillips County, Colorado",42457
G08009509676003,2012-2016,Colorado,8,Phillips County,95,967600,3,"Block Group 3, Census Tract 9676, Phillips County, Colorado",59167
G08009509676004,2012-2016,Colorado,8,Phillips County,95,967600,4,"Block Group 4, Census Tract 9676, Phillips County, Colorado",48571
G08009509677001,2012-2016,Colorado,8,Phillips County,95,967700,1,"Block Group 1, Census Tract 9677, Phillips County, Colorado",56023
G08009509677002,2012-2016,Colorado,8,Phillips County,95,967700,2,"Block Group 2, Census Tract 9677, Phillips County, Colorado",41563
G08009700001001,2012-2016,Colorado,8,Pitkin County,97,100,1,"Block Group 1, Census Tract 1, Pitkin County, Colorado",71771
G08009700001002,2012-2016,Colorado,8,Pitkin County,97,100,2,"Block Group 2, Census Tract 1, Pitkin County, Colorado",62250
G08009700001003,2012-2016,Colorado,8,Pitkin County,97,100,3,"Block Group 3, Census Tract 1, Pitkin County, Colorado",84458
G08009700001004,2012-2016,Colorado,8,Pitkin County,97,100,4,"Block Group 4, Census Tract 1, Pitkin County, Colorado",76339
G08009700001005,2012-2016,Colorado,8,Pitkin County,97,100,5,"Block Group 5, Census Tract 1, Pitkin County, Colorado",58544
G08009700004011,2012-2016,Colorado,8,Pitkin County,97,401,1,"Block Group 1, Census Tract 4.01, Pitkin County, Colorado",61500
G08009700004012,2012-2016,Colorado,8,Pitkin County,97,401,2,"Block Group 2, Census Tract 4.01, Pitkin County, Colorado",77348
G08009700004013,2012-2016,Colorado,8,Pitkin County,97,401,3,"Block Group 3, Census Tract 4.01, Pitkin County, Colorado",68188
G08009700004014,2012-2016,Colorado,8,Pitkin County,97,401,4,"Block Group 4, Census Tract 4.01, Pitkin County, Colorado",59643
G08009700004021,2012-2016,Colorado,8,Pitkin County,97,402,1,"Block Group 1, Census Tract 4.02, Pitkin County, Colorado",90000
G08009700004022,2012-2016,Colorado,8,Pitkin County,97,402,2,"Block Group 2, Census Tract 4.02, Pitkin County, Colorado",86574
G08009700005001,2012-2016,Colorado,8,Pitkin County,97,500,1,"Block Group 1, Census Tract 5, Pitkin County, Colorado",76964
G08009700005002,2012-2016,Colorado,8,Pitkin County,97,500,2,"Block Group 2, Census Tract 5, Pitkin County, Colorado",60333
G08009900001001,2012-2016,Colorado,8,Prowers County,99,100,1,"Block Group 1, Census Tract 1, Prowers County, Colorado",61550
G08009900001002,2012-2016,Colorado,8,Prowers County,99,100,2,"Block Group 2, Census Tract 1, Prowers County, Colorado",41094
G08009900002001,2012-2016,Colorado,8,Prowers County,99,200,1,"Block Group 1, Census Tract 2, Prowers County, Colorado",19881
G08009900002002,2012-2016,Colorado,8,Prowers County,99,200,2,"Block Group 2, Census Tract 2, Prowers County, Colorado",35500
G08009900003001,2012-2016,Colorado,8,Prowers County,99,300,1,"Block Group 1, Census Tract 3, Prowers County, Colorado",43672
G08009900003002,2012-2016,Colorado,8,Prowers County,99,300,2,"Block Group 2, Census Tract 3, Prowers County, Colorado",52658
G08009900003003,2012-2016,Colorado,8,Prowers County,99,300,3,"Block Group 3, Census Tract 3, Prowers County, Colorado",
G08009900003004,2012-2016,Colorado,8,Prowers County,99,300,4,"Block Group 4, Census Tract 3, Prowers County, Colorado",77396
G08009900003005,2012-2016,Colorado,8,Prowers County,99,300,5,"Block Group 5, Census Tract 3, Prowers County, Colorado",53469
G08009900003006,2012-2016,Colorado,8,Prowers County,99,300,6,"Block Group 6, Census Tract 3, Prowers County, Colorado",41566
G08009900006001,2012-2016,Colorado,8,Prowers County,99,600,1,"Block Group 1, Census Tract 6, Prowers County, Colorado",43365
G08009900006002,2012-2016,Colorado,8,Prowers County,99,600,2,"Block Group 2, Census Tract 6, Prowers County, Colorado",38036
G08009900007001,2012-2016,Colorado,8,Prowers County,99,700,1,"Block Group 1, Census Tract 7, Prowers County, Colorado",31208
G08009900007002,2012-2016,Colorado,8,Prowers County,99,700,2,"Block Group 2, Census Tract 7, Prowers County, Colorado",47500
G08010100001001,2012-2016,Colorado,8,Pueblo County,101,100,1,"Block Group 1, Census Tract 1, Pueblo County, Colorado",44135
G08010100001002,2012-2016,Colorado,8,Pueblo County,101,100,2,"Block Group 2, Census Tract 1, Pueblo County, Colorado",
G08010100001003,2012-2016,Colorado,8,Pueblo County,101,100,3,"Block Group 3, Census Tract 1, Pueblo County, Colorado",45571
G08010100002001,2012-2016,Colorado,8,Pueblo County,101,200,1,"Block Group 1, Census Tract 2, Pueblo County, Colorado",33011
G08010100002002,2012-2016,Colorado,8,Pueblo County,101,200,2,"Block Group 2, Census Tract 2, Pueblo County, Colorado",29167
G08010100003001,2012-2016,Colorado,8,Pueblo County,101,300,1,"Block Group 1, Census Tract 3, Pueblo County, Colorado",
G08010100004001,2012-2016,Colorado,8,Pueblo County,101,400,1,"Block Group 1, Census Tract 4, Pueblo County, Colorado",33333
G08010100004002,2012-2016,Colorado,8,Pueblo County,101,400,2,"Block Group 2, Census Tract 4, Pueblo County, Colorado",44125
G08010100004003,2012-2016,Colorado,8,Pueblo County,101,400,3,"Block Group 3, Census Tract 4, Pueblo County, Colorado",29904
G08010100005001,2012-2016,Colorado,8,Pueblo County,101,500,1,"Block Group 1, Census Tract 5, Pueblo County, Colorado",28333
G08010100005002,2012-2016,Colorado,8,Pueblo County,101,500,2,"Block Group 2, Census Tract 5, Pueblo County, Colorado",39861
G08010100005003,2012-2016,Colorado,8,Pueblo County,101,500,3,"Block Group 3, Census Tract 5, Pueblo County, Colorado",40202
G08010100006001,2012-2016,Colorado,8,Pueblo County,101,600,1,"Block Group 1, Census Tract 6, Pueblo County, Colorado",22083
G08010100006002,2012-2016,Colorado,8,Pueblo County,101,600,2,"Block Group 2, Census Tract 6, Pueblo County, Colorado",22935
G08010100006003,2012-2016,Colorado,8,Pueblo County,101,600,3,"Block Group 3, Census Tract 6, Pueblo County, Colorado",22045
G08010100008001,2012-2016,Colorado,8,Pueblo County,101,800,1,"Block Group 1, Census Tract 8, Pueblo County, Colorado",37552
G08010100008002,2012-2016,Colorado,8,Pueblo County,101,800,2,"Block Group 2, Census Tract 8, Pueblo County, Colorado",24444
G08010100008003,2012-2016,Colorado,8,Pueblo County,101,800,3,"Block Group 3, Census Tract 8, Pueblo County, Colorado",25000
G08010100009021,2012-2016,Colorado,8,Pueblo County,101,902,1,"Block Group 1, Census Tract 9.02, Pueblo County, Colorado",34522
G08010100009022,2012-2016,Colorado,8,Pueblo County,101,902,2,"Block Group 2, Census Tract 9.02, Pueblo County, Colorado",31094
G08010100009023,2012-2016,Colorado,8,Pueblo County,101,902,3,"Block Group 3, Census Tract 9.02, Pueblo County, Colorado",52917
G08010100009024,2012-2016,Colorado,8,Pueblo County,101,902,4,"Block Group 4, Census Tract 9.02, Pueblo County, Colorado",18542
G08010100009025,2012-2016,Colorado,8,Pueblo County,101,902,5,"Block Group 5, Census Tract 9.02, Pueblo County, Colorado",53487
G08010100009031,2012-2016,Colorado,8,Pueblo County,101,903,1,"Block Group 1, Census Tract 9.03, Pueblo County, Colorado",
G08010100009041,2012-2016,Colorado,8,Pueblo County,101,904,1,"Block Group 1, Census Tract 9.04, Pueblo County, Colorado",51636
G08010100009042,2012-2016,Colorado,8,Pueblo County,101,904,2,"Block Group 2, Census Tract 9.04, Pueblo County, Colorado",31750
G08010100009043,2012-2016,Colorado,8,Pueblo County,101,904,3,"Block Group 3, Census Tract 9.04, Pueblo County, Colorado",24338
G08010100009051,2012-2016,Colorado,8,Pueblo County,101,905,1,"Block Group 1, Census Tract 9.05, Pueblo County, Colorado",30650
G08010100009052,2012-2016,Colorado,8,Pueblo County,101,905,2,"Block Group 2, Census Tract 9.05, Pueblo County, Colorado",28958
G08010100010001,2012-2016,Colorado,8,Pueblo County,101,1000,1,"Block Group 1, Census Tract 10, Pueblo County, Colorado",25500
G08010100010002,2012-2016,Colorado,8,Pueblo County,101,1000,2,"Block Group 2, Census Tract 10, Pueblo County, Colorado",23942
G08010100010003,2012-2016,Colorado,8,Pueblo County,101,1000,3,"Block Group 3, Census Tract 10, Pueblo County, Colorado",32625
G08010100010004,2012-2016,Colorado,8,Pueblo County,101,1000,4,"Block Group 4, Census Tract 10, Pueblo County, Colorado",24539
G08010100011001,2012-2016,Colorado,8,Pueblo County,101,1100,1,"Block Group 1, Census Tract 11, Pueblo County, Colorado",18894
G08010100011002,2012-2016,Colorado,8,Pueblo County,101,1100,2,"Block Group 2, Census Tract 11, Pueblo County, Colorado",14861
G08010100011003,2012-2016,Colorado,8,Pueblo County,101,1100,3,"Block Group 3, Census Tract 11, Pueblo County, Colorado",35938
G08010100012001,2012-2016,Colorado,8,Pueblo County,101,1200,1,"Block Group 1, Census Tract 12, Pueblo County, Colorado",22794
G08010100012002,2012-2016,Colorado,8,Pueblo County,101,1200,2,"Block Group 2, Census Tract 12, Pueblo County, Colorado",22813
G08010100014001,2012-2016,Colorado,8,Pueblo County,101,1400,1,"Block Group 1, Census Tract 14, Pueblo County, Colorado",16836
G08010100015001,2012-2016,Colorado,8,Pueblo County,101,1500,1,"Block Group 1, Census Tract 15, Pueblo County, Colorado",33500
G08010100015002,2012-2016,Colorado,8,Pueblo County,101,1500,2,"Block Group 2, Census Tract 15, Pueblo County, Colorado",55163
G08010100016001,2012-2016,Colorado,8,Pueblo County,101,1600,1,"Block Group 1, Census Tract 16, Pueblo County, Colorado",44896
G08010100016002,2012-2016,Colorado,8,Pueblo County,101,1600,2,"Block Group 2, Census Tract 16, Pueblo County, Colorado",54135
G08010100017001,2012-2016,Colorado,8,Pueblo County,101,1700,1,"Block Group 1, Census Tract 17, Pueblo County, Colorado",29609
G08010100017002,2012-2016,Colorado,8,Pueblo County,101,1700,2,"Block Group 2, Census Tract 17, Pueblo County, Colorado",40500
G08010100017003,2012-2016,Colorado,8,Pueblo County,101,1700,3,"Block Group 3, Census Tract 17, Pueblo County, Colorado",69250
G08010100018001,2012-2016,Colorado,8,Pueblo County,101,1800,1,"Block Group 1, Census Tract 18, Pueblo County, Colorado",43333
G08010100018002,2012-2016,Colorado,8,Pueblo County,101,1800,2,"Block Group 2, Census Tract 18, Pueblo County, Colorado",35917
G08010100018003,2012-2016,Colorado,8,Pueblo County,101,1800,3,"Block Group 3, Census Tract 18, Pueblo County, Colorado",38490
G08010100019001,2012-2016,Colorado,8,Pueblo County,101,1900,1,"Block Group 1, Census Tract 19, Pueblo County, Colorado",29432
G08010100019002,2012-2016,Colorado,8,Pueblo County,101,1900,2,"Block Group 2, Census Tract 19, Pueblo County, Colorado",30402
G08010100020001,2012-2016,Colorado,8,Pueblo County,101,2000,1,"Block Group 1, Census Tract 20, Pueblo County, Colorado",26576
G08010100020002,2012-2016,Colorado,8,Pueblo County,101,2000,2,"Block Group 2, Census Tract 20, Pueblo County, Colorado",26750
G08010100020003,2012-2016,Colorado,8,Pueblo County,101,2000,3,"Block Group 3, Census Tract 20, Pueblo County, Colorado",32404
G08010100020004,2012-2016,Colorado,8,Pueblo County,101,2000,4,"Block Group 4, Census Tract 20, Pueblo County, Colorado",30469
G08010100021001,2012-2016,Colorado,8,Pueblo County,101,2100,1,"Block Group 1, Census Tract 21, Pueblo County, Colorado",26375
G08010100021002,2012-2016,Colorado,8,Pueblo County,101,2100,2,"Block Group 2, Census Tract 21, Pueblo County, Colorado",33882
G08010100022001,2012-2016,Colorado,8,Pueblo County,101,2200,1,"Block Group 1, Census Tract 22, Pueblo County, Colorado",22760
G08010100022002,2012-2016,Colorado,8,Pueblo County,101,2200,2,"Block Group 2, Census Tract 22, Pueblo County, Colorado",28657
G08010100023001,2012-2016,Colorado,8,Pueblo County,101,2300,1,"Block Group 1, Census Tract 23, Pueblo County, Colorado",27188
G08010100023002,2012-2016,Colorado,8,Pueblo County,101,2300,2,"Block Group 2, Census Tract 23, Pueblo County, Colorado",25658
G08010100023003,2012-2016,Colorado,8,Pueblo County,101,2300,3,"Block Group 3, Census Tract 23, Pueblo County, Colorado",28688
G08010100023004,2012-2016,Colorado,8,Pueblo County,101,2300,4,"Block Group 4, Census Tract 23, Pueblo County, Colorado",32645
G08010100024001,2012-2016,Colorado,8,Pueblo County,101,2400,1,"Block Group 1, Census Tract 24, Pueblo County, Colorado",32813
G08010100024002,2012-2016,Colorado,8,Pueblo County,101,2400,2,"Block Group 2, Census Tract 24, Pueblo County, Colorado",31875
G08010100025001,2012-2016,Colorado,8,Pueblo County,101,2500,1,"Block Group 1, Census Tract 25, Pueblo County, Colorado",42692
G08010100025002,2012-2016,Colorado,8,Pueblo County,101,2500,2,"Block Group 2, Census Tract 25, Pueblo County, Colorado",46912
G08010100025003,2012-2016,Colorado,8,Pueblo County,101,2500,3,"Block Group 3, Census Tract 25, Pueblo County, Colorado",28056
G08010100026001,2012-2016,Colorado,8,Pueblo County,101,2600,1,"Block Group 1, Census Tract 26, Pueblo County, Colorado",16797
G08010100026002,2012-2016,Colorado,8,Pueblo County,101,2600,2,"Block Group 2, Census Tract 26, Pueblo County, Colorado",21319
G08010100026003,2012-2016,Colorado,8,Pueblo County,101,2600,3,"Block Group 3, Census Tract 26, Pueblo County, Colorado",36667
G08010100027001,2012-2016,Colorado,8,Pueblo County,101,2700,1,"Block Group 1, Census Tract 27, Pueblo County, Colorado",41528
G08010100027002,2012-2016,Colorado,8,Pueblo County,101,2700,2,"Block Group 2, Census Tract 27, Pueblo County, Colorado",35647
G08010100027003,2012-2016,Colorado,8,Pueblo County,101,2700,3,"Block Group 3, Census Tract 27, Pueblo County, Colorado",84258
G08010100027004,2012-2016,Colorado,8,Pueblo County,101,2700,4,"Block Group 4, Census Tract 27, Pueblo County, Colorado",26583
G08010100027005,2012-2016,Colorado,8,Pueblo County,101,2700,5,"Block Group 5, Census Tract 27, Pueblo County, Colorado",36053
G08010100027006,2012-2016,Colorado,8,Pueblo County,101,2700,6,"Block Group 6, Census Tract 27, Pueblo County, Colorado",22422
G08010100028011,2012-2016,Colorado,8,Pueblo County,101,2801,1,"Block Group 1, Census Tract 28.01, Pueblo County, Colorado",31000
G08010100028012,2012-2016,Colorado,8,Pueblo County,101,2801,2,"Block Group 2, Census Tract 28.01, Pueblo County, Colorado",41694
G08010100028013,2012-2016,Colorado,8,Pueblo County,101,2801,3,"Block Group 3, Census Tract 28.01, Pueblo County, Colorado",46042
